destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,0,0,1,0.0,1
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,0,0,0,1.0,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,0,0,1,0.0,1
Home,Alone,Rainy,55,6PM,Bar,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,1,1,0,1.0,0
Home,Alone,,30,10PM,Restaurant(<20),2h,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,1,1,0,1.0,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,1,0,0,1.0,1
Work,Alone,Sunny,30,7AM,Bar,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,1,0,1,0.0,0
Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,46,Single,0,,,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,1,0,0,1.0,1
Work,Alone,,55,7AM,Carry out & Take away,2h,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,1,0,1,0.0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,0,0,1,0.0,1
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,46,Single,0,,Office & Administrative Support,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,0,0,0,1.0,1
Work,Alone,Rainy,55,7AM,Bar,1d,Female,46,Single,0,,Office & Administrative Support,$37500 - $49999,,never,1~3,gt8,4~8,1~3,1,1,1,0,1.0,0
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,46,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,never,1~3,,4~8,1~3,1,1,0,1,,1
No Urgent Place,Alone,,80,10AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,1,0,0,,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,26,Single,0,,Unemployed,$87500 - $99999,,never,1~3,,less1,never,1,1,0,0,1.0,1
No Urgent Place,Friend(s),,55,10AM,Restaurant(<20),2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,1,0,0,1.0,1
No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,1,0,0,1.0,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,0,0,0,1.0,0
No Urgent Place,Alone,,80,10PM,Restaurant(<20),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,0,0,0,1.0,1
Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,0,0,1,0.0,1
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,,less1,never,1,0,0,0,1.0,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,0,0,1,0.0,1
Home,Alone,,55,6PM,Bar,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,1,1,0,1.0,0
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,1,1,0,1.0,1
Home,Alone,,80,10PM,Restaurant(20-50),1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,1,0,0,,1
Work,Alone,Sunny,30,7AM,Bar,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,,less1,never,1,1,0,1,0.0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,1,0,1,0.0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,26,Single,0,,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,0,0,1,0.0,1
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,26,Single,0,,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,0,0,0,,1
Work,Alone,Rainy,55,7AM,Bar,1d,Male,26,Single,0,,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,1,1,0,1.0,0
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,1,0,1,0.0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,0,0,1.0,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,0,0,1.0,0
No Urgent Place,Alone,,30,2PM,Bar,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,0,0,0,1.0,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,0,0,0,1.0,0
No Urgent Place,Kid(s),,80,10AM,Coffee House,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,0,0,0,1.0,1
No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,0,0,0,1.0,0
No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,0,0,1.0,0
Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,0,1,0.0,0
Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,0,0,1.0,0
Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,0,0,1.0,1
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,0,0,0,1.0,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,0,0,1,0.0,1
Home,Alone,Rainy,55,6PM,Bar,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,1,0,1.0,0
Home,Alone,,30,10PM,Restaurant(<20),2h,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,1,0,1.0,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,0,0,1.0,1
Work,Alone,Sunny,30,7AM,Bar,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,0,1,0.0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,0,0,1,0.0,1
Work,Alone,Rainy,55,7AM,Bar,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,1,0,1.0,0
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,0,1,0.0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,,4~8,never,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,0,0,1.0,1
No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,0,0,1.0,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,0,0,1.0,0
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,0,0,0,1.0,1
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,0,0,0,1.0,0
Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,0,0,1,0.0,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,,4~8,never,1,0,0,0,1.0,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,0,0,1,0.0,1
Home,Alone,,55,6PM,Bar,1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,1,0,1.0,1
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,1,0,1.0,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,0,0,1.0,0
Work,Alone,,30,7AM,Bar,1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,,4~8,never,1,1,0,1,0.0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,0,0,1,,0
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,0,0,0,1.0,0
Work,Alone,Rainy,55,7AM,Bar,1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,1,0,1.0,1
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,31,Single,0,,Office & Administrative Support,$12500 - $24999,,4~8,never,gt8,4~8,never,1,1,0,1,0.0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,1,0,0,1.0,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,0,0,0,1.0,0
No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,0,0,0,1.0,1
No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,0,0,0,,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,46,Married partner,0,,Unemployed,$12500 - $24999,,never,less1,,1~3,less1,1,0,0,1,0.0,1
Home,Alone,Rainy,55,6PM,Bar,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,1,1,0,1.0,0
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,1,1,0,1.0,0
Home,Partner,Sunny,55,10PM,Bar,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,1,1,0,1.0,0
Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,0,0,1,0.0,0
Home,Partner,Rainy,55,6PM,Coffee House,1d,Male,46,Married partner,0,,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,0,0,1,,1
Work,Alone,Sunny,30,7AM,Bar,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,1,0,1,0.0,0
Work,Alone,,30,7AM,Carry out & Take away,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,1,0,0,1.0,0
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,0,0,1,0.0,1
Work,Alone,Rainy,55,7AM,Bar,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,1,1,0,1.0,0
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,1,0,1,0.0,0
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,21,Single,0,,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,1,0,0,1.0,1
No Urgent Place,Friend(s),,30,10PM,Carry out & Take away,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,1,0,0,1.0,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,,1~3,less1,1,1,0,0,,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,0,0,0,1.0,1
No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,0,0,0,1.0,1
No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,0,0,0,1.0,1
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,0,0,0,1.0,0
Home,Alone,,80,6PM,Carry out & Take away,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,0,0,0,1.0,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,0,0,1,0.0,0
Home,Alone,Rainy,55,6PM,Bar,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,1,1,0,1.0,0
Home,Alone,,30,10PM,Restaurant(<20),2h,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,1,1,0,1.0,0
Home,Partner,Sunny,55,10PM,Bar,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,1,1,0,1.0,0
Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,0,0,1,0.0,1
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,,1~3,less1,1,1,0,0,1.0,0
Home,Partner,Rainy,55,6PM,Coffee House,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,0,0,1,0.0,1
Work,Alone,Sunny,30,7AM,Bar,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,1,0,1,0.0,1
Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,1,0,0,1.0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,1,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,,1~3,less1,1,0,0,1,0.0,1
Work,Alone,Rainy,55,7AM,Bar,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,1,1,0,1.0,1
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,1,0,1,0.0,1
No Urgent Place,Alone,,80,10AM,Coffee House,2h,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,1,0,0,1.0,0
No Urgent Place,Friend(s),,30,10PM,Carry out & Take away,1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,1,0,0,1.0,0
No Urgent Place,Alone,,55,10AM,Coffee House,1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,1,0,0,1.0,0
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,0,0,0,1.0,1
No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,0,0,0,1.0,0
No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,0,0,0,1.0,1
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,,1~3,less1,1,0,0,0,1.0,1
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,,1~3,less1,1,0,0,0,,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,0,0,1,0.0,1
Home,Alone,Rainy,55,6PM,Bar,1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,,1~3,less1,1,1,1,0,1.0,1
Home,Alone,,30,10PM,Restaurant(<20),2h,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,1,1,0,1.0,0
Home,Partner,Sunny,55,10PM,Bar,1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,1,1,0,1.0,0
Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,0,0,1,,1
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,1,0,0,1.0,0
Home,Partner,Rainy,55,6PM,Coffee House,1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,,1~3,less1,1,0,0,1,0.0,1
Work,Alone,Sunny,30,7AM,Bar,1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,1,0,1,0.0,0
Work,Alone,,30,7AM,Carry out & Take away,1d,Female,50plus,Married partner,0,,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,1,0,0,1.0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,50plus,Married partner,0,,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,1,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,0,0,1,0.0,1
Work,Alone,Rainy,55,7AM,Bar,1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,1,1,0,1.0,1
Work,Alone,,30,7AM,Carry out & Take away,1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,1,0,1,,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,36,Single,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,,less1,never,less1,less1,less1,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,36,Single,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,,less1,never,less1,less1,less1,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,36,Single,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,,less1,never,less1,less1,less1,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,36,Single,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,,less1,never,less1,less1,less1,1,1,0,0,1.0,1
